travelers,Cost,international,destination,flights,Origin,Date,destination_code,Origin_code
7592,382,['0'],DAY,225,ATL,2015-09,56,10
7411,429,['0'],CLE,502,ATL,2015-09,48,10
7179,369,['0'],AUS,210,ATL,2015-09,12,10
7114,459,['1'],YTO,454,ATL,2015-09,228,10
6764,398,['1'],AMS,293,ATL,2015-09,8,10
6457,346,['1'],PAR,639,ATL,2015-09,150,10
6449,325,['0'],CAK,224,ATL,2015-09,42,10
6408,354,['0'],BNA,23,ATL,2015-09,29,10
6366,362,['1'],CUN,163,ATL,2015-09,53,10
6203,352,['0'],CHS,23,ATL,2015-09,47,10
79339,4855,['0'],NYC,1591,MIA,2015-09,137,118
26254,1333,['1'],BUE,734,MIA,2015-09,36,118
24595,1478,['1'],LON,787,MIA,2015-09,106,118
22025,1368,['1'],MEX,342,MIA,2015-09,116,118
21524,1170,['0'],CHI,1097,MIA,2015-09,46,118
21103,1392,['0'],WAS,686,MIA,2015-09,224,118
20564,1117,['1'],CCS,537,MIA,2015-09,44,118
20555,1135,['0'],ATL,413,MIA,2015-09,10,118
20531,1294,['1'],SJU,68,MIA,2015-09,199,118
19712,1194,['0'],LAX,416,MIA,2015-09,100,118
15883,838,['1'],SAO,548,MIA,2015-09,184,118
14348,752,['1'],LIM,410,MIA,2015-09,104,118
13690,836,['0'],BOS,476,MIA,2015-09,33,118
13599,774,['1'],CUN,272,MIA,2015-09,53,118
10518,624,['0'],PHL,606,MIA,2015-09,156,118
10217,550,['0'],SFO,268,MIA,2015-09,193,118
10196,562,['0'],DFW,614,MIA,2015-09,59,118
10174,662,['1'],PAR,1670,MIA,2015-09,150,118
10044,521,['1'],BOG,608,MIA,2015-09,31,118
9910,606,['1'],MAD,696,MIA,2015-09,108,118
9645,531,['1'],SCL,634,MIA,2015-09,188,118
9017,522,['1'],NAS,62,MIA,2015-09,134,118
8510,518,['1'],PTY,183,MIA,2015-09,167,118
7855,399,['1'],AUA,420,MIA,2015-09,11,118
7770,494,['0'],LAS,337,MIA,2015-09,99,118
7769,515,['1'],SDQ,161,MIA,2015-09,190,118
7587,457,['0'],HOU,215,MIA,2015-09,90,118
7395,436,['1'],PAP,66,MIA,2015-09,149,118
7210,469,['1'],FRA,801,MIA,2015-09,75,118
7044,460,['0'],MSP,414,MIA,2015-09,128,118
6894,429,['0'],DTT,517,MIA,2015-09,63,118
6795,415,['0'],BWI,302,MIA,2015-09,40,118
6458,371,['1'],UIO,166,MIA,2015-09,220,118
6319,384,['0'],ORL,204,MIA,2015-09,145,118
6281,330,['1'],RIO,447,MIA,2015-09,177,118
6265,377,['0'],CLT,166,MIA,2015-09,50,118
6013,336,['1'],YTO,618,MIA,2015-09,228,118
6000,313,['1'],SAL,212,MIA,2015-09,182,118
5869,310,['0'],DEN,333,MIA,2015-09,58,118
5854,373,['1'],POS,78,MIA,2015-09,162,118
5848,350,['1'],MDE,168,MIA,2015-09,114,118
5762,297,['1'],MGA,101,MIA,2015-09,117,118
5536,349,['0'],RDU,223,MIA,2015-09,174,118
5440,352,['1'],YMQ,610,MIA,2015-09,227,118
5369,309,['1'],GCM,78,MIA,2015-09,77,118
5252,342,['1'],CLO,559,MIA,2015-09,49,118
5189,264,['1'],DUS,700,MIA,2015-09,65,118
5118,274,['1'],ROM,1039,MIA,2015-09,179,118
5016,269,['1'],MIL,1910,MIA,2015-09,119,118
4736,256,['0'],MSY,172,MIA,2015-09,129,118
118318,7680,['0'],NYC,2212,SFO,2015-09,137,193
86281,4702,['0'],LAX,588,SFO,2015-09,100,193
49746,3276,['0'],SAN,346,SFO,2015-09,183,193
49013,2705,['0'],LAS,934,SFO,2015-09,99,193
45889,2839,['0'],BOS,1525,SFO,2015-09,33,193
43132,2657,['0'],CHI,1050,SFO,2015-09,46,193
39879,2429,['0'],WAS,1160,SFO,2015-09,224,193
39765,2606,['0'],SEA,407,SFO,2015-09,191,193
35845,2373,['1'],LON,1774,SFO,2015-09,106,193
27759,1752,['0'],DEN,366,SFO,2015-09,58,193
27582,1579,['0'],DFW,1081,SFO,2015-09,59,193
24672,1311,['0'],SNA,81,SFO,2015-09,201,193
22694,1152,['0'],ATL,786,SFO,2015-09,10,193
19998,1161,['0'],HNL,418,SFO,2015-09,89,193
19997,1304,['0'],PHX,717,SFO,2015-09,157,193
19577,1016,['1'],PAR,1749,SFO,2015-09,150,193
19110,1114,['0'],MSP,702,SFO,2015-09,128,193
18457,1085,['0'],PHL,1216,SFO,2015-09,156,193
17929,1074,['0'],PDX,247,SFO,2015-09,152,193
16699,949,['1'],FRA,988,SFO,2015-09,75,193
15797,972,['1'],YVR,698,SFO,2015-09,229,193
14328,879,['1'],HKG,788,SFO,2015-09,88,193
13461,866,['0'],AUS,621,SFO,2015-09,12,193
13083,672,['0'],HOU,619,SFO,2015-09,90,193
12806,796,['1'],YTO,1287,SFO,2015-09,228,193
12620,823,['0'],DTT,717,SFO,2015-09,63,193
12108,695,['1'],TPE,347,SFO,2015-09,217,193
11493,747,['0'],FLL,677,SFO,2015-09,71,193
11450,600,['1'],TYO,1557,SFO,2015-09,219,193
11137,733,['1'],SEL,1755,SFO,2015-09,192,193
10864,655,['1'],DXB,364,SFO,2015-09,66,193
10664,589,['0'],LGB,66,SFO,2015-09,102,193
10004,563,['1'],AMS,950,SFO,2015-09,8,193
9835,598,['1'],SHA,1324,SFO,2015-09,194,193
9692,561,['0'],MIA,461,SFO,2015-09,118,193
8782,469,['0'],ORL,1138,SFO,2015-09,145,193
8765,499,['0'],OGG,586,SFO,2015-09,139,193
8761,556,['0'],BWI,684,SFO,2015-09,40,193
8731,559,['0'],CLT,384,SFO,2015-09,50,193
8650,555,['1'],DUB,1310,SFO,2015-09,64,193
8461,536,['0'],SLC,459,SFO,2015-09,200,193
7101,435,['0'],RDU,742,SFO,2015-09,174,193
6925,441,['0'],STL,1109,SFO,2015-09,206,193
6848,445,['1'],MNL,659,SFO,2015-09,123,193
6791,355,['1'],ROM,1033,SFO,2015-09,179,193
6679,392,['1'],MEX,652,SFO,2015-09,116,193
6656,374,['0'],MKE,388,SFO,2015-09,121,193
6065,314,['0'],CLE,496,SFO,2015-09,48,193
6041,347,['1'],BJS,887,SFO,2015-09,25,193
6004,376,['0'],PIT,721,SFO,2015-09,158,193
118341,6809,['1'],DUB,335,LON,2015-09,64,106
112296,5993,['1'],NYC,2192,LON,2015-09,137,106
108077,5565,['0'],EDI,306,LON,2015-09,68,106
96809,6365,['1'],AMS,593,LON,2015-09,8,106
89191,4571,['1'],BCN,701,LON,2015-09,14,106
78308,5138,['0'],BFS,123,LON,2015-09,19,106
77685,4442,['1'],MAD,415,LON,2015-09,108,106
76133,4619,['0'],GLA,381,LON,2015-09,79,106
73312,4045,['1'],MIL,723,LON,2015-09,119,106
72808,3888,['1'],DXB,720,LON,2015-09,66,106
69868,4217,['1'],ROM,854,LON,2015-09,179,106
68712,3948,['1'],AGP,778,LON,2015-09,4,106
67359,4161,['1'],PMI,1371,LON,2015-09,160,106
64094,3450,['1'],CPH,365,LON,2015-09,52,106
58304,3733,['1'],BER,444,LON,2015-09,16,106
57417,3072,['1'],GVA,245,LON,2015-09,82,106
53377,3019,['1'],STO,219,LON,2015-09,207,106
51799,3131,['1'],FAO,742,LON,2015-09,69,106
51067,3274,['1'],ALC,543,LON,2015-09,6,106
49733,2662,['1'],NCE,431,LON,2015-09,135,106
49350,3255,['1'],PAR,356,LON,2015-09,150,106
48388,2745,['1'],MUC,286,LON,2015-09,130,106
47169,2631,['1'],ZRH,378,LON,2015-09,231,106
46436,2749,['1'],FRA,197,LON,2015-09,75,106
44215,2686,['1'],BUD,301,LON,2015-09,35,106
44139,2593,['1'],LAX,1863,LON,2015-09,100,106
42534,2743,['1'],LIS,325,LON,2015-09,105,106
41782,2504,['1'],IBZ,1161,LON,2015-09,93,106
40509,2412,['1'],HKG,744,LON,2015-09,88,106
39419,2584,['1'],DLM,886,LON,2015-09,61,106
37454,2264,['1'],OSL,248,LON,2015-09,148,106
37335,2299,['1'],IST,510,LON,2015-09,95,106
37179,2018,['1'],VCE,586,LON,2015-09,221,106
36414,2039,['1'],TCI,1033,LON,2015-09,212,106
32804,1796,['1'],ATH,521,LON,2015-09,9,106
32705,2171,['1'],YTO,1726,LON,2015-09,228,106
32140,1858,['0'],ABZ,165,LON,2015-09,1,106
32095,1975,['1'],SFO,1462,LON,2015-09,193,106
30846,1607,['1'],PRG,445,LON,2015-09,163,106
29418,1669,['1'],TLV,515,LON,2015-09,215,106
29310,1619,['1'],BUH,410,LON,2015-09,38,106
28106,1443,['1'],MIA,518,LON,2015-09,118,106
28058,1483,['1'],VIE,880,LON,2015-09,222,106
27512,1567,['1'],MLA,648,LON,2015-09,122,106
27452,1818,['1'],DUS,462,LON,2015-09,65,106
27385,1398,['1'],DEL,618,LON,2015-09,57,106
27154,1611,['1'],MOW,587,LON,2015-09,124,106
27091,1500,['1'],PFO,557,LON,2015-09,153,106
26265,1517,['1'],NAP,1067,LON,2015-09,133,106
26115,1573,['1'],PSA,145,LON,2015-09,164,106
114832,6864,['0'],TLS,134,PAR,2015-09,214,150
105309,5816,['0'],NCE,156,PAR,2015-09,135,150
81897,4343,['1'],BCN,349,PAR,2015-09,14,150
64762,3814,['1'],ROM,377,PAR,2015-09,179,150
60382,3460,['1'],MIL,440,PAR,2015-09,119,150
56374,3704,['1'],MAD,614,PAR,2015-09,108,150
52980,3291,['1'],NYC,1958,PAR,2015-09,137,150
52825,3464,['0'],MRS,404,PAR,2015-09,126,150
50053,3099,['1'],ALG,474,PAR,2015-09,7,150
48766,2913,['1'],LON,210,PAR,2015-09,106,150
47177,2894,['1'],LIS,543,PAR,2015-09,105,150
46855,2474,['0'],BOD,267,PAR,2015-09,30,150
44131,2251,['1'],OPO,470,PAR,2015-09,142,150
36381,2001,['1'],BER,337,PAR,2015-09,16,150
34574,2076,['1'],TUN,661,PAR,2015-09,218,150
33828,1852,['1'],YMQ,871,PAR,2015-09,227,150
32746,1825,['1'],VCE,321,PAR,2015-09,221,150
30663,1737,['1'],IST,650,PAR,2015-09,95,150
29476,1631,['1'],RAK,405,PAR,2015-09,172,150
28252,1813,['1'],TYO,1463,PAR,2015-09,219,150
27854,1425,['1'],CAS,737,PAR,2015-09,43,150
25992,1471,['1'],RUN,187,PAR,2015-09,180,150
25611,1622,['1'],TLV,1374,PAR,2015-09,215,150
25273,1442,['1'],GVA,58,PAR,2015-09,82,150
22799,1205,['1'],MUC,276,PAR,2015-09,130,150
22715,1294,['1'],DUB,205,PAR,2015-09,64,150
22068,1109,['0'],BIQ,23,PAR,2015-09,24,150
21827,1317,['1'],ATH,501,PAR,2015-09,9,150
21580,1117,['0'],MPL,91,PAR,2015-09,125,150
21108,1296,['1'],CPH,250,PAR,2015-09,52,150
20995,1267,['1'],AGP,735,PAR,2015-09,4,150
20962,1193,['1'],MOW,1092,PAR,2015-09,124,150
19979,1280,['1'],LAX,1636,PAR,2015-09,100,150
19826,1315,['0'],AJA,145,PAR,2015-09,5,150
19643,1156,['1'],PTP,221,PAR,2015-09,166,150
18941,1067,['1'],DJE,547,PAR,2015-09,60,150
18571,1055,['1'],STO,467,PAR,2015-09,207,150
18361,1146,['1'],FDF,227,PAR,2015-09,70,150
18251,1104,['1'],VIE,402,PAR,2015-09,222,150
17452,1078,['1'],NAP,419,PAR,2015-09,133,150
17221,989,['1'],VLC,134,PAR,2015-09,223,150
16765,994,['1'],BKK,1021,PAR,2015-09,26,150
16600,1079,['1'],SFO,1096,PAR,2015-09,193,150
16472,1069,['1'],PRG,601,PAR,2015-09,163,150
16327,958,['1'],FRA,171,PAR,2015-09,75,150
15930,807,['1'],HKG,869,PAR,2015-09,88,150
15530,988,['1'],DXB,554,PAR,2015-09,66,150
15348,946,['1'],SIN,608,PAR,2015-09,195,150
15257,862,['1'],SEL,1402,PAR,2015-09,192,150
15139,795,['1'],AMS,116,PAR,2015-09,8,150
61477,3077,['0'],NYC,772,BOS,2014-09,137,33
53504,2787,['0'],WAS,475,BOS,2014-09,224,33
49469,2941,['0'],SFO,2873,BOS,2014-09,193,33
48460,2799,['0'],CHI,1492,BOS,2014-09,46,33
40819,2197,['0'],LAX,2615,BOS,2014-09,100,33
32352,1819,['0'],ATL,803,BOS,2014-09,10,33
29296,1643,['0'],BWI,215,BOS,2014-09,40,33
28961,1926,['0'],ORL,1125,BOS,2014-09,145,33
25712,1427,['1'],LON,2160,BOS,2014-09,106,33
22447,1156,['0'],DFW,999,BOS,2014-09,59,33
21343,1195,['0'],FLL,827,BOS,2014-09,71,33
21259,1143,['0'],DEN,859,BOS,2014-09,58,33
20128,1076,['0'],PHL,183,BOS,2014-09,156,33
18711,997,['0'],CLT,557,BOS,2014-09,50,33
16910,995,['0'],SEA,1483,BOS,2014-09,191,33
16245,869,['0'],TPA,1021,BOS,2014-09,216,33
15849,867,['0'],LAS,2483,BOS,2014-09,99,33
15823,1030,['0'],MSP,1112,BOS,2014-09,128,33
15681,1009,['0'],RDU,522,BOS,2014-09,174,33
14467,862,['1'],YTO,688,BOS,2014-09,228,33
14025,821,['0'],HOU,860,BOS,2014-09,90,33
13683,699,['0'],SAN,1736,BOS,2014-09,183,33
13318,787,['0'],PHX,1305,BOS,2014-09,157,33
13078,686,['0'],MIA,636,BOS,2014-09,118,33
13073,859,['0'],PIT,276,BOS,2014-09,158,33
12867,761,['0'],FMY,642,BOS,2014-09,73,33
12758,750,['0'],PBI,346,BOS,2014-09,151,33
10573,605,['0'],DTT,553,BOS,2014-09,63,33
10093,635,['1'],PAR,1766,BOS,2014-09,150,33
10002,653,['1'],DUB,830,BOS,2014-09,64,33
9429,615,['0'],BUF,208,BOS,2014-09,37,33
8156,451,['0'],AUS,640,BOS,2014-09,12,33
7316,452,['0'],STL,701,BOS,2014-09,206,33
7217,376,['0'],RIC,395,BOS,2014-09,176,33
6785,401,['0'],PDX,1571,BOS,2014-09,152,33
6486,398,['0'],MKE,382,BOS,2014-09,121,33
6295,385,['0'],MSY,765,BOS,2014-09,129,33
6278,326,['0'],JAX,788,BOS,2014-09,96,33
6244,350,['1'],SJU,567,BOS,2014-09,199,33
5941,322,['0'],SLC,799,BOS,2014-09,200,33
5894,334,['0'],MKC,602,BOS,2014-09,120,33
5834,385,['1'],FRA,1352,BOS,2014-09,75,33
5811,363,['0'],CVG,366,BOS,2014-09,55,33
5369,277,['1'],DXB,385,BOS,2014-09,66,33
5185,309,['1'],AMS,1278,BOS,2014-09,8,33
5082,284,['0'],IND,536,BOS,2014-09,94,33
4914,302,['0'],MYR,117,BOS,2014-09,132,33
4900,267,['0'],BNA,620,BOS,2014-09,29,33
4598,291,['0'],SJC,814,BOS,2014-09,196,33
4543,250,['1'],ROM,1114,BOS,2014-09,179,33
143955,7738,['0'],NYC,3040,CHI,2014-09,137,46
67290,4223,['0'],LAX,3844,CHI,2014-09,100,46
58957,3644,['0'],WAS,1945,CHI,2014-09,224,46
55379,3171,['0'],LAS,1972,CHI,2014-09,99,46
51610,3189,['0'],ORL,1378,CHI,2014-09,145,46
49896,2933,['0'],DEN,2368,CHI,2014-09,58,46
49525,3077,['0'],DFW,2237,CHI,2014-09,59,46
49184,2532,['0'],MSP,1178,CHI,2014-09,128,46
49045,2541,['0'],ATL,1716,CHI,2014-09,10,46
48906,2638,['0'],BOS,1575,CHI,2014-09,33,46
48132,3147,['0'],SFO,2307,CHI,2014-09,193,46
46182,3016,['0'],PHX,1981,CHI,2014-09,157,46
41547,2482,['0'],PHL,1114,CHI,2014-09,156,46
36881,2242,['0'],HOU,1753,CHI,2014-09,90,46
29757,1586,['0'],FLL,1190,CHI,2014-09,71,46
29124,1536,['0'],TPA,1225,CHI,2014-09,216,46
28603,1885,['0'],SEA,1089,CHI,2014-09,191,46
27266,1650,['0'],MKC,592,CHI,2014-09,120,46
26353,1670,['0'],SAN,1108,CHI,2014-09,183,46
25855,1471,['0'],BWI,904,CHI,2014-09,40,46
25747,1714,['0'],DTT,1051,CHI,2014-09,63,46
24227,1260,['0'],STL,311,CHI,2014-09,206,46
23478,1288,['1'],YTO,1529,CHI,2014-09,228,46
22482,1145,['0'],BNA,317,CHI,2014-09,29,46
21443,1356,['0'],FMY,718,CHI,2014-09,73,46
21187,1249,['0'],MIA,1310,CHI,2014-09,118,46
20339,1225,['0'],CMH,284,CHI,2014-09,51,46
20135,1124,['1'],LON,4520,CHI,2014-09,106,46
19967,1118,['0'],CLE,169,CHI,2014-09,48,46
18724,1209,['0'],PIT,700,CHI,2014-09,158,46
18309,1151,['0'],CLT,824,CHI,2014-09,50,46
18128,1098,['0'],RDU,763,CHI,2014-09,174,46
16033,1029,['0'],SNA,801,CHI,2014-09,201,46
15165,830,['0'],AUS,695,CHI,2014-09,12,46
14570,808,['0'],OMA,359,CHI,2014-09,140,46
14274,768,['0'],PDX,1584,CHI,2014-09,152,46
13264,736,['0'],HFD,669,CHI,2014-09,87,46
12911,749,['0'],MSY,1073,CHI,2014-09,129,46
12152,635,['0'],SAT,602,CHI,2014-09,186,46
12141,762,['0'],SLC,1184,CHI,2014-09,200,46
11570,680,['1'],MEX,525,CHI,2014-09,116,46
11051,561,['0'],BUF,412,CHI,2014-09,37,46
10948,717,['0'],OAK,322,CHI,2014-09,138,46
10415,624,['0'],SDF,231,CHI,2014-09,189,46
9807,573,['1'],TYO,1585,CHI,2014-09,219,46
9034,578,['0'],SJC,818,CHI,2014-09,196,46
8930,546,['0'],JAX,635,CHI,2014-09,96,46
8506,483,['0'],PVD,525,CHI,2014-09,170,46
8281,419,['1'],FRA,2356,CHI,2014-09,75,46
8277,416,['1'],SJU,687,CHI,2014-09,199,46
96056,4896,['0'],NYC,1771,ATL,2014-09,137,10
48194,2483,['0'],CHI,1717,ATL,2014-09,46,10
45358,2495,['0'],WAS,1148,ATL,2014-09,224,10
40125,2421,['0'],DFW,1087,ATL,2014-09,59,10
33930,2069,['0'],FLL,410,ATL,2014-09,71,10
32842,1890,['0'],LAX,1713,ATL,2014-09,100,10
32382,1665,['0'],BOS,772,ATL,2014-09,33,10
31976,2120,['0'],PHL,757,ATL,2014-09,156,10
27083,1607,['0'],BWI,385,ATL,2014-09,40,10
25123,1557,['0'],HOU,858,ATL,2014-09,90,10
24776,1429,['0'],ORL,348,ATL,2014-09,145,10
24693,1517,['0'],DEN,1314,ATL,2014-09,58,10
23578,1470,['0'],SFO,909,ATL,2014-09,193,10
22924,1260,['0'],LAS,1367,ATL,2014-09,99,10
20353,1336,['0'],TPA,345,ATL,2014-09,216,10
20139,1302,['0'],MIA,645,ATL,2014-09,118,10
19801,1222,['0'],DTT,635,ATL,2014-09,63,10
19282,1068,['0'],MSP,1216,ATL,2014-09,128,10
16326,1084,['0'],RDU,301,ATL,2014-09,174,10
15342,794,['0'],SEA,1420,ATL,2014-09,191,10
14784,931,['0'],PHX,1519,ATL,2014-09,157,10
13660,851,['0'],CLT,204,ATL,2014-09,50,10
12799,712,['0'],MSY,505,ATL,2014-09,129,10
12533,797,['0'],STL,434,ATL,2014-09,206,10
12514,682,['0'],MKC,528,ATL,2014-09,120,10
12422,628,['0'],PIT,490,ATL,2014-09,158,10
10979,591,['0'],JAX,160,ATL,2014-09,96,10
10976,666,['0'],MKE,394,ATL,2014-09,121,10
10965,642,['0'],RIC,193,ATL,2014-09,176,10
10531,656,['0'],IND,403,ATL,2014-09,94,10
10132,564,['0'],SAT,321,ATL,2014-09,186,10
10019,562,['1'],LON,1530,ATL,2014-09,106,10
9681,560,['0'],PBI,139,ATL,2014-09,151,10
9514,541,['0'],SAN,956,ATL,2014-09,183,10
9247,494,['0'],MEM,24,ATL,2014-09,115,10
9072,493,['0'],SLC,970,ATL,2014-09,200,10
8401,530,['0'],CMH,406,ATL,2014-09,51,10
8076,517,['0'],BUF,341,ATL,2014-09,37,10
8044,404,['0'],AUS,409,ATL,2014-09,12,10
7682,464,['0'],HPN,86,ATL,2014-09,91,10
7255,432,['1'],SJU,364,ATL,2014-09,199,10
7240,444,['1'],YTO,1183,ATL,2014-09,228,10
7104,412,['0'],FMY,352,ATL,2014-09,73,10
6977,370,['1'],CUN,162,ATL,2014-09,53,10
6911,375,['0'],DAY,216,ATL,2014-09,56,10
6834,451,['1'],PAR,1440,ATL,2014-09,150,10
6761,423,['0'],HFD,419,ATL,2014-09,87,10
6605,387,['0'],CAK,255,ATL,2014-09,42,10
6483,337,['0'],CHS,53,ATL,2014-09,47,10
6264,359,['0'],SAV,23,ATL,2014-09,187,10
71962,3844,['0'],NYC,2610,MIA,2014-09,137,118
23820,1374,['1'],BUE,2591,MIA,2014-09,36,118
21126,1210,['0'],CHI,1430,MIA,2014-09,46,118
20367,1109,['1'],CCS,2304,MIA,2014-09,44,118
20106,1073,['0'],ATL,392,MIA,2014-09,10,118
19934,1189,['0'],LAX,859,MIA,2014-09,100,118
18928,1105,['1'],MEX,400,MIA,2014-09,116,118
18765,1167,['0'],WAS,963,MIA,2014-09,224,118
17366,975,['1'],LON,2007,MIA,2014-09,106,118
15678,977,['1'],SAO,1916,MIA,2014-09,184,118
15438,892,['1'],SJU,350,MIA,2014-09,199,118
13433,881,['0'],BOS,642,MIA,2014-09,33,118
12612,669,['1'],LIM,785,MIA,2014-09,104,118
12552,651,['1'],BOG,936,MIA,2014-09,31,118
10600,643,['0'],DFW,730,MIA,2014-09,59,118
10284,549,['0'],SFO,751,MIA,2014-09,193,118
9947,520,['0'],PHL,548,MIA,2014-09,156,118
9638,528,['1'],PAP,150,MIA,2014-09,149,118
9062,571,['1'],CUN,264,MIA,2014-09,53,118
8007,446,['1'],SDQ,101,MIA,2014-09,190,118
7907,474,['0'],LAS,679,MIA,2014-09,99,118
7893,493,['1'],SCL,2232,MIA,2014-09,188,118
7844,400,['0'],HOU,503,MIA,2014-09,90,118
7566,442,['1'],YTO,817,MIA,2014-09,228,118
7520,501,['1'],PTY,491,MIA,2014-09,167,118
7470,462,['1'],PAR,1788,MIA,2014-09,150,118
7199,477,['0'],DTT,632,MIA,2014-09,63,118
7116,388,['0'],ORL,553,MIA,2014-09,145,118
6984,366,['1'],NAS,66,MIA,2014-09,134,118
6843,440,['0'],MSP,713,MIA,2014-09,128,118
6359,363,['1'],MAD,1237,MIA,2014-09,108,118
6301,410,['1'],UIO,498,MIA,2014-09,220,118
6278,401,['0'],CLT,256,MIA,2014-09,50,118
6093,401,['1'],RIO,755,MIA,2014-09,177,118
5896,357,['0'],BWI,347,MIA,2014-09,40,118
5761,307,['1'],GYE,514,MIA,2014-09,83,118
5582,329,['0'],DEN,788,MIA,2014-09,58,118
5457,345,['1'],FRA,1295,MIA,2014-09,75,118
5426,296,['1'],GCM,79,MIA,2014-09,77,118
5100,268,['0'],RDU,218,MIA,2014-09,174,118
5093,295,['1'],MAO,79,MIA,2014-09,111,118
4962,256,['1'],MGA,146,MIA,2014-09,117,118
4884,286,['1'],ROM,1725,MIA,2014-09,179,118
4700,307,['1'],MVD,877,MIA,2014-09,131,118
4639,250,['1'],AUA,363,MIA,2014-09,11,118
4467,233,['1'],POS,100,MIA,2014-09,162,118
4357,244,['0'],SEA,757,MIA,2014-09,191,118
4297,252,['1'],MIL,1557,MIA,2014-09,119,118
4296,272,['1'],DUS,1038,MIA,2014-09,65,118
4260,230,['0'],TPA,204,MIA,2014-09,216,118
118515,7899,['0'],NYC,5562,SFO,2014-09,137,193
87545,5392,['0'],LAX,2255,SFO,2014-09,100,193
50486,2530,['0'],SAN,741,SFO,2014-09,183,193
49302,2598,['0'],LAS,1330,SFO,2014-09,99,193
49282,3255,['0'],BOS,2795,SFO,2014-09,33,193
48224,2610,['0'],CHI,2041,SFO,2014-09,46,193
42501,2381,['0'],SEA,688,SFO,2014-09,191,193
40751,2490,['0'],WAS,2801,SFO,2014-09,224,193
31271,1692,['1'],LON,7962,SFO,2014-09,106,193
31102,1558,['0'],DEN,1296,SFO,2014-09,58,193
27427,1656,['0'],DFW,1750,SFO,2014-09,59,193
26215,1583,['0'],SNA,213,SFO,2014-09,201,193
23392,1233,['0'],ATL,1527,SFO,2014-09,10,193
20155,1108,['0'],PHL,1278,SFO,2014-09,156,193
20142,1157,['0'],HNL,1198,SFO,2014-09,89,193
20028,1288,['0'],PHX,1074,SFO,2014-09,157,193
19871,1235,['0'],MSP,1186,SFO,2014-09,128,193
19647,1098,['1'],PAR,3137,SFO,2014-09,150,193
18536,1228,['0'],PDX,711,SFO,2014-09,152,193
17529,972,['1'],HKG,1397,SFO,2014-09,88,193
16421,1071,['1'],TYO,3872,SFO,2014-09,219,193
15868,972,['1'],FRA,2310,SFO,2014-09,75,193
15858,902,['0'],HOU,1910,SFO,2014-09,90,193
15468,846,['1'],YVR,1256,SFO,2014-09,229,193
15400,950,['1'],YTO,2171,SFO,2014-09,228,193
15324,802,['1'],TPE,1433,SFO,2014-09,217,193
14571,934,['1'],SEL,2471,SFO,2014-09,192,193
14266,898,['0'],AUS,1130,SFO,2014-09,12,193
12625,754,['0'],DTT,1077,SFO,2014-09,63,193
11602,698,['0'],LGB,12,SFO,2014-09,102,193
10319,542,['0'],FLL,768,SFO,2014-09,71,193
10220,580,['0'],MIA,672,SFO,2014-09,118,193
9891,599,['0'],CLT,703,SFO,2014-09,50,193
9339,542,['0'],BWI,971,SFO,2014-09,40,193
9339,620,['0'],ORL,1703,SFO,2014-09,145,193
8558,542,['0'],SLC,1108,SFO,2014-09,200,193
8223,525,['1'],MEX,1439,SFO,2014-09,116,193
8014,495,['0'],STL,927,SFO,2014-09,206,193
7982,507,['1'],AMS,1369,SFO,2014-09,8,193
7824,408,['1'],SHA,2493,SFO,2014-09,194,193
7461,429,['0'],RDU,1012,SFO,2014-09,174,193
7243,449,['0'],OGG,1145,SFO,2014-09,139,193
7093,456,['1'],MNL,682,SFO,2014-09,123,193
7011,458,['0'],MSY,1024,SFO,2014-09,129,193
6826,440,['0'],CLE,1018,SFO,2014-09,48,193
6821,373,['1'],SJD,976,SFO,2014-09,197,193
6785,408,['1'],BJS,1912,SFO,2014-09,25,193
6686,405,['0'],PIT,858,SFO,2014-09,158,193
6359,387,['0'],MKE,664,SFO,2014-09,121,193
6200,334,['0'],IND,953,SFO,2014-09,94,193
134137,7329,['1'],DUB,383,LON,2014-09,64,106
129735,6954,['1'],NYC,3039,LON,2014-09,137,106
123289,7644,['1'],AMS,651,LON,2014-09,8,106
112735,7297,['1'],BCN,1264,LON,2014-09,14,106
109738,5553,['0'],EDI,223,LON,2014-09,68,106
87692,5141,['1'],MIL,1189,LON,2014-09,119,106
82709,4978,['1'],AGP,1319,LON,2014-09,4,106
80325,5075,['1'],DXB,1128,LON,2014-09,66,106
79397,4945,['1'],MAD,1063,LON,2014-09,108,106
73653,3751,['1'],ROM,968,LON,2014-09,179,106
73093,4740,['0'],GLA,231,LON,2014-09,79,106
72905,4594,['1'],BER,913,LON,2014-09,16,106
71734,4135,['1'],PAR,935,LON,2014-09,150,106
68781,3900,['1'],GVA,241,LON,2014-09,82,106
67334,4251,['1'],PMI,1256,LON,2014-09,160,106
65253,3988,['0'],BFS,227,LON,2014-09,19,106
63303,3641,['1'],FAO,879,LON,2014-09,69,106
63151,3401,['1'],STO,462,LON,2014-09,207,106
59585,3751,['1'],NCE,655,LON,2014-09,135,106
58658,3743,['1'],ALC,587,LON,2014-09,6,106
56151,3712,['1'],CPH,486,LON,2014-09,52,106
53765,3087,['1'],FRA,613,LON,2014-09,75,106
51124,2842,['1'],MUC,856,LON,2014-09,130,106
50729,2795,['1'],IBZ,1317,LON,2014-09,93,106
47839,2617,['1'],ZRH,803,LON,2014-09,231,106
46094,2730,['1'],OSL,335,LON,2014-09,148,106
44712,2344,['1'],DLM,1162,LON,2014-09,61,106
44527,2707,['1'],BUD,875,LON,2014-09,35,106
