flights,travelers,international,destination
225,7592,['0'],DAY,ATL,2015-09
502,7411,['0'],CLE,ATL,2015-09
210,7179,['0'],AUS,ATL,2015-09
454,7114,['1'],YTO,ATL,2015-09
293,6764,['1'],AMS,ATL,2015-09
639,6457,['1'],PAR,ATL,2015-09
224,6449,['0'],CAK,ATL,2015-09
23,6408,['0'],BNA,ATL,2015-09
163,6366,['1'],CUN,ATL,2015-09
23,6203,['0'],CHS,ATL,2015-09
1591,79339,['0'],NYC,MIA,2015-09
734,26254,['1'],BUE,MIA,2015-09
787,24595,['1'],LON,MIA,2015-09
342,22025,['1'],MEX,MIA,2015-09
1097,21524,['0'],CHI,MIA,2015-09
686,21103,['0'],WAS,MIA,2015-09
537,20564,['1'],CCS,MIA,2015-09
413,20555,['0'],ATL,MIA,2015-09
68,20531,['1'],SJU,MIA,2015-09
416,19712,['0'],LAX,MIA,2015-09
548,15883,['1'],SAO,MIA,2015-09
410,14348,['1'],LIM,MIA,2015-09
476,13690,['0'],BOS,MIA,2015-09
272,13599,['1'],CUN,MIA,2015-09
606,10518,['0'],PHL,MIA,2015-09
268,10217,['0'],SFO,MIA,2015-09
614,10196,['0'],DFW,MIA,2015-09
1670,10174,['1'],PAR,MIA,2015-09
608,10044,['1'],BOG,MIA,2015-09
696,9910,['1'],MAD,MIA,2015-09
634,9645,['1'],SCL,MIA,2015-09
62,9017,['1'],NAS,MIA,2015-09
183,8510,['1'],PTY,MIA,2015-09
420,7855,['1'],AUA,MIA,2015-09
337,7770,['0'],LAS,MIA,2015-09
161,7769,['1'],SDQ,MIA,2015-09
215,7587,['0'],HOU,MIA,2015-09
66,7395,['1'],PAP,MIA,2015-09
801,7210,['1'],FRA,MIA,2015-09
414,7044,['0'],MSP,MIA,2015-09
517,6894,['0'],DTT,MIA,2015-09
302,6795,['0'],BWI,MIA,2015-09
166,6458,['1'],UIO,MIA,2015-09
204,6319,['0'],ORL,MIA,2015-09
447,6281,['1'],RIO,MIA,2015-09
166,6265,['0'],CLT,MIA,2015-09
618,6013,['1'],YTO,MIA,2015-09
212,6000,['1'],SAL,MIA,2015-09
333,5869,['0'],DEN,MIA,2015-09
78,5854,['1'],POS,MIA,2015-09
168,5848,['1'],MDE,MIA,2015-09
101,5762,['1'],MGA,MIA,2015-09
223,5536,['0'],RDU,MIA,2015-09
610,5440,['1'],YMQ,MIA,2015-09
78,5369,['1'],GCM,MIA,2015-09
559,5252,['1'],CLO,MIA,2015-09
700,5189,['1'],DUS,MIA,2015-09
1039,5118,['1'],ROM,MIA,2015-09
1910,5016,['1'],MIL,MIA,2015-09
172,4736,['0'],MSY,MIA,2015-09
2212,118318,['0'],NYC,SFO,2015-09
588,86281,['0'],LAX,SFO,2015-09
346,49746,['0'],SAN,SFO,2015-09
934,49013,['0'],LAS,SFO,2015-09
1525,45889,['0'],BOS,SFO,2015-09
1050,43132,['0'],CHI,SFO,2015-09
1160,39879,['0'],WAS,SFO,2015-09
407,39765,['0'],SEA,SFO,2015-09
1774,35845,['1'],LON,SFO,2015-09
366,27759,['0'],DEN,SFO,2015-09
1081,27582,['0'],DFW,SFO,2015-09
81,24672,['0'],SNA,SFO,2015-09
786,22694,['0'],ATL,SFO,2015-09
418,19998,['0'],HNL,SFO,2015-09
717,19997,['0'],PHX,SFO,2015-09
1749,19577,['1'],PAR,SFO,2015-09
702,19110,['0'],MSP,SFO,2015-09
1216,18457,['0'],PHL,SFO,2015-09
247,17929,['0'],PDX,SFO,2015-09
988,16699,['1'],FRA,SFO,2015-09
698,15797,['1'],YVR,SFO,2015-09
788,14328,['1'],HKG,SFO,2015-09
621,13461,['0'],AUS,SFO,2015-09
619,13083,['0'],HOU,SFO,2015-09
1287,12806,['1'],YTO,SFO,2015-09
717,12620,['0'],DTT,SFO,2015-09
347,12108,['1'],TPE,SFO,2015-09
677,11493,['0'],FLL,SFO,2015-09
